user,software,device,network,action,resource,rischio
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,3
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,12
admin,curl_7.68,missing_tpm,1.2.3.4,find,pazienti,71
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,utenti,4
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,5
anonymous,nmap,unknown,8.8.8.8,drop,config_db,89
mario.rossi,curl_7.68,missing_tpm,1.2.3.4,find,config_db,72
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,13
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,find,utenti,16
anonymous,custom_python_script,unknown,93.44.12.1,drop,config_db,93
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,2
hacker,nmap,missing_tpm,1.2.3.4,delete,system_logs,88
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,12
mario.rossi,custom_python_script,unknown,1.2.3.4,drop,system_logs,79
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,utenti,2
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,12
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,pazienti,8
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,29
anonymous,nmap,missing_tpm,8.8.8.8,delete,config_db,98
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,22
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,pazienti,23
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,22
hacker,curl_7.68,missing_tpm,1.2.3.4,delete,system_logs,86
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,19
admin,curl_7.68,unknown,1.2.3.4,delete,system_logs,81
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,21
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,26
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,21
anonymous,curl_7.68,missing_tpm,8.8.8.8,find,pazienti,90
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,22
admin,curl_7.68,unknown,93.44.12.1,drop,config_db,97
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,5
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,6
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,13
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,utenti,19
mario.rossi,custom_python_script,missing_tpm,8.8.8.8,find,config_db,73
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,12
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,pazienti,8
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,8
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,pazienti,13
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,8
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,pazienti,0
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,pazienti,20
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,cartelle_cliniche,6
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,5
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,24
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,utenti,24
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,16
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,9
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,18
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,8
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,7
hacker,custom_python_script,missing_tpm,93.44.12.1,find,system_logs,76
admin,custom_python_script,unknown,1.2.3.4,delete,system_logs,98
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,18
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,pazienti,8
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,17
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,0
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,0
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,6
anonymous,curl_7.68,missing_tpm,8.8.8.8,delete,system_logs,77
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,24
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,utenti,22
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,find,pazienti,5
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,1
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,insert,utenti,3
mario.rossi,nmap,unknown,8.8.8.8,drop,system_logs,91
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,utenti,0
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,0
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,27
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,14
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,19
admin,custom_python_script,missing_tpm,8.8.8.8,delete,system_logs,78
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,utenti,5
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,update,utenti,3
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,29
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,28
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,4
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,25
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,utenti,24
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,pazienti,4
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,1
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,22
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,25
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,24
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,pazienti,30
admin,custom_python_script,missing_tpm,93.44.12.1,drop,system_logs,93
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,19
anonymous,nmap,missing_tpm,1.2.3.4,find,pazienti,81
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,11
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,insert,pazienti,28
mario.rossi,curl_7.68,missing_tpm,93.44.12.1,drop,pazienti,93
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,utenti,6
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,cartelle_cliniche,30
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,10
hacker,curl_7.68,unknown,93.44.12.1,delete,pazienti,88
admin,nmap,unknown,8.8.8.8,drop,config_db,88
hacker,custom_python_script,missing_tpm,93.44.12.1,delete,config_db,72
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,6
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,pazienti,4
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,26
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,8
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,6
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,5
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,utenti,6
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,12
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,21
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,12
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,4
admin,curl_7.68,missing_tpm,93.44.12.1,find,pazienti,83
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,5
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,14
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,insert,utenti,6
admin,nmap,unknown,1.2.3.4,delete,pazienti,83
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,24
admin,curl_7.68,missing_tpm,93.44.12.1,find,config_db,97
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,20
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,25
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,pazienti,23
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,2
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,0
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,17
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,14
anonymous,custom_python_script,unknown,93.44.12.1,find,config_db,88
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,20
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,pazienti,30
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,19
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,12
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,28
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,5
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,23
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,1
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,utenti,7
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,14
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,pazienti,7
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,insert,pazienti,11
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,utenti,0
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,11
anonymous,nmap,missing_tpm,8.8.8.8,drop,pazienti,88
mario.rossi,curl_7.68,missing_tpm,1.2.3.4,find,pazienti,90
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,utenti,21
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,6
mario.rossi,custom_python_script,unknown,93.44.12.1,drop,system_logs,70
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,19
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,3
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,2
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,25
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,pazienti,23
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,pazienti,3
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,4
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,1
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,29
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,29
admin,nmap,missing_tpm,93.44.12.1,find,pazienti,87
admin,nmap,unknown,8.8.8.8,delete,pazienti,71
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,14
anonymous,custom_python_script,missing_tpm,93.44.12.1,drop,system_logs,93
admin,nmap,unknown,1.2.3.4,delete,system_logs,97
anonymous,curl_7.68,missing_tpm,1.2.3.4,find,pazienti,99
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,11
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,find,pazienti,10
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,utenti,13
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,8
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,26
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,8
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,28
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,pazienti,25
anonymous,nmap,unknown,93.44.12.1,drop,system_logs,76
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,utenti,26
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,20
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,4
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,7
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,29
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,utenti,11
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,pazienti,0
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,28
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,pazienti,11
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,23
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,utenti,14
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,4
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,12
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,26
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,3
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,utenti,29
mario.rossi,curl_7.68,unknown,93.44.12.1,find,system_logs,96
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,insert,utenti,6
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,cartelle_cliniche,22
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,21
admin,custom_python_script,unknown,1.2.3.4,delete,system_logs,72
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,pazienti,18
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,20
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,0
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,8
admin,curl_7.68,missing_tpm,8.8.8.8,drop,system_logs,74
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,update,pazienti,5
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,18
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,utenti,4
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,18
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,6
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,14
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,find,utenti,0
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,16
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,9
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,insert,utenti,3
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,27
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,pazienti,26
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,20
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,24
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,27
mario.rossi,custom_python_script,missing_tpm,93.44.12.1,drop,pazienti,80
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,16
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,18
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,30
hacker,custom_python_script,unknown,93.44.12.1,delete,system_logs,98
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,pazienti,9
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,14
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,utenti,27
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,21
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,6
admin,curl_7.68,unknown,93.44.12.1,find,config_db,86
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,15
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,30
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,25
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,pazienti,4
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,22
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,7
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,pazienti,1
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,19
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,20
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,30
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,find,pazienti,15
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,3
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,9
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,22
hacker,curl_7.68,missing_tpm,8.8.8.8,delete,system_logs,94
mario.rossi,curl_7.68,unknown,1.2.3.4,delete,pazienti,75
anonymous,custom_python_script,missing_tpm,8.8.8.8,delete,config_db,74
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,pazienti,28
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,3
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,utenti,25
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,1
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,23
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,utenti,30
mario.rossi,curl_7.68,missing_tpm,93.44.12.1,delete,config_db,76
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,pazienti,5
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,12
admin,curl_7.68,unknown,93.44.12.1,drop,pazienti,79
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,pazienti,29
admin,nmap,unknown,8.8.8.8,delete,pazienti,80
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,0
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,21
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,28
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,pazienti,19
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,1
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,28
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,pazienti,5
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,pazienti,17
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,28
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,15
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,12
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,insert,pazienti,11
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,9
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,20
anonymous,nmap,missing_tpm,1.2.3.4,drop,system_logs,75
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,pazienti,4
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,24
anonymous,curl_7.68,missing_tpm,8.8.8.8,delete,pazienti,93
hacker,custom_python_script,unknown,1.2.3.4,find,config_db,91
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,7
hacker,curl_7.68,missing_tpm,1.2.3.4,drop,config_db,75
hacker,nmap,missing_tpm,1.2.3.4,drop,pazienti,98
mario.rossi,custom_python_script,missing_tpm,93.44.12.1,find,pazienti,88
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,11
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,12
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,update,pazienti,28
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,pazienti,17
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,22
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,27
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,10
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,9
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,1
mario.rossi,nmap,unknown,1.2.3.4,drop,config_db,98
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,12
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,21
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,utenti,17
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,pazienti,10
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,find,utenti,15
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,12
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,30
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,11
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,utenti,14
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,1
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,pazienti,9
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,3
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,utenti,21
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,2
hacker,curl_7.68,missing_tpm,8.8.8.8,find,config_db,78
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,17
